Transaction ID,Investor Loan #,Servicer Loan #,Pool #,SubPool #,Distribution Date,Paid To Date,Advance Paid To Date,Scheduled Gross Interest,Master Servicing Fee,Servicing Fee,Trustee Fee,Insurance Fee,Special Servicing Fee,Scheduled Net Interest,Other Fees,Beginning Scheduled Balance,Ending Scheduled Balance,Beginning Actual  Balance,Ending Actual  Balance,Scheduled Principal,Curtailments,Curtailment Adjustments,Other Principal Adjustments,Curtailment Date,PIF Type,PIF Date,Prepayment,Repurchase Principal,Liquidation Principal,Principal Recoveries,Interest Recoveries,Total Recoveries,Principal Losses,Interest Losses,Total Losses,PPIS,PPIE,SSCRA Shorfalls,Other Interest Adjustments,Principal Advances,Interest Advances,Stop Advance Flag,Stop Advance Principal,Stop Advance Interest,Total Stop Advance,Current P&I Constant,Special Hazard Losses,Fraud Losses,Bankruptcy Losses,Delinquency Status,REO Date,REO Balance,REO Book Value,Loan Status,Neg Am,Prepay Penalty/YM,Prepay Penalty/YM Waived,Current Note Rate,Next Note Rate,Current Net Note Rate,Next Net Note Rate,Next Rate Adjustment Date,Next Payment Adjustment Date,Remaining Term,Modification Flag,Modification Date
CMLT06AMC1,84746650,,2,1,20090625,20080401,,0,0,0,0,0,0,0,3.22,237900.08,237900.08,239558.36,239558.36,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,1999.98,0,0,0,xxx,,0,0,10,0,0,0,9.25,0,8.73375,0,,,321,N,
CMLT06AMC1,84932177,,1,1,20090625,20080501,,761.72,46.87,0,0,0,0,0,1.52,112499.94,112499.94,112499.94,112499.94,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714.85,N,0,0,0,761.72,0,0,0,xxx,,0,0,10,0,0,0,8.125,0,7.60875,0,,,321,N,
CMLT06AMC1,84951979,,1,1,20090625,20081101,,568.66,35.99,0,0,0,0,0,1.17,86378.45,86300.25,86911.73,86837.04,78.2,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2,532.67,N,0,0,0,646.86,0,0,0,xxx,,0,0,9,0,0,0,7.9,0,7.38375,0,,,321,N,
CMLT06AMC1,85236172,,2,1,20090625,20090401,,655.81,38.35,0,0,0,0,0,1.25,92043.44,91982.46,92103.99,92103.99,60.98,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,60.98,617.46,N,0,0,0,716.79,0,0,0,xxx,,0,0,0,0,0,0,8.55,0,8.03375,0,,,324,N,
CMLT06AMC1,85378057,,1,1,20090625,20080801,,620.2,31.81,0,0,0,0,0,1.03,76332.89,76284.71,76788.02,76788.02,48.18,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,48.18,588.39,N,0,0,0,668.38,0,0,0,xxx,,0,0,10,0,0,0,9.75,0,9.23375,0,,,324,N,
CMLT06AMC1,85420776,,1,1,20090625,20090501,,1074.87,53.08,0,0,0,0,0,1.73,127391.63,127316.69,127465.95,127391.63,74.94,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,74.94,1021.79,N,0,0,0,1149.81,0,0,0,xxx,,0,0,0,0,0,0,10.125,0,9.60875,0,,,324,N,
CMLT06AMC1,85429496,,1,1,20090625,20081101,,0,0,0,0,0,0,0,0.86,63362.12,63362.12,63463.43,63446.86,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,497.83,0,0,0,xxx,,0,0,0,0,0,0,9.1,0,8.58375,0,,,324,N,
CMLT06AMC1,85436137,,1,1,20090625,20090401,,1941.87,99.58,0,0,0,0,0,3.24,238999.98,239000,239000,239000,0,0,-0.01,-0.01,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842.29,N,0,0,0,1941.88,0,0,0,xxx,,0,0,0,0,0,0,9.75,0,9.23375,0,,,324,N,
CMLT06AMC1,85472694,,2,1,20090625,20090501,,2120.62,108.75,0,0,0,0,0,3.53,261000,260999.99,260999.99,260999.99,0,0,0.01,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.87,N,0,0,0,2120.62,0,0,0,xxx,,0,0,0,0,0,0,9.75,0,9.23375,0,,,324,N,
CMLT06AMC1,85473452,,2,1,20090625,20080801,,1462.5,75,0,0,0,0,0,2.44,180000,180000,180000,180000,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387.5,N,0,0,0,1462.5,0,0,0,xxx,,0,0,10,0,0,0,9.75,0,9.23375,0,,,324,N,
CMLT06AMC1,85480291,,1,1,20090625,20090101,,1261.33,126.13,0,0,0,0,0,4.1,302720.01,302279.39,304464.27,304464.27,440.62,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,440.62,1135.2,N,0,0,0,1701.95,0,0,0,xxx,,0,0,0,0,0,0,5,0,4.48375,0,,,324,Y,20081231
CMLT06AMC1,85481091,,1,1,20090625,20080601,,1164.09,59.39,0,0,0,0,0,1.93,142541.36,142452.23,143580.67,143580.67,89.13,0,0,0,,0,20081124,0,0,0,0,0,0,0,0,0,0,0,0,0,89.13,1104.7,N,0,0,0,1253.22,0,0,0,xxx,,0,0,10,0,0,0,9.8,0,9.28375,0,,,324,N,
CMLT06AMC1,85498939,,1,1,20090625,20090501,,502.4,26.3,0,0,0,0,0,0.85,63129.08,63088.07,63169.77,63129.09,41.01,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,41.01,476.1,N,0,0,0,543.41,0,0,0,xxx,,0,0,0,0,0,0,9.55,0,9.03375,0,,,325,N,
CMLT06AMC1,85501013,,2,1,20090625,20080201,,0,0,0,0,0,0,0,1.94,143397.66,143397.66,143397.66,143397.66,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,955.98,0,0,0,xxx,,0,0,10,0,0,0,8,0,7.48375,0,,,323,N,
CMLT06AMC1,85502730,,2,1,20090625,20080501,,0,0,0,0,0,0,0,2.44,180000,180000,180000,180000,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,1462.5,0,0,0,xxx,,0,0,10,0,0,0,9.75,0,9.23375,0,,,324,N,
CMLT06AMC1,85503373,,1,1,20090625,20090601,,1426.32,110.57,0,0,0,0,0,3.59,265361.4,265058.56,265361.4,265058.56,302.84,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,1729.16,0,0,0,xxx,,0,0,0,0,0,0,6.45,0,5.93375,0,,,324,N
CMLT06AMC1,85503530,,1,1,20090625,20090501,,969.58,60.6,0,0,0,0,0,1.97,145436.61,145327.55,145544.95,145436.61,109.06,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,109.06,908.98,N,0,0,0,1078.64,0,0,0,xxx,,0,0,0,0,0,0,8,0,7.48375,0,,,325,N
CMLT06AMC1,85504215,,1,1,20090625,20090401,,592.85,31.53,0,0,0,0,0,1.02,75682.42,75631.33,75783.43,75733.13,51.09,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,51.09,561.32,N,0,0,0,643.94,0,0,0,xxx,,0,0,0,0,0,0,9.4,0,8.88375,0,,,324,N
CMLT06AMC1,85528859,,1,1,20090625,20090401,,623.67,34.84,0,0,0,0,0,1.13,83620.56,83559.35,83681.32,83681.32,61.21,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,61.21,588.83,N,0,0,0,684.88,0,0,0,xxx,,0,0,0,0,0,0,8.95,0,8.43375,0,,,324,N
CMLT06AMC1,85532059,,1,1,20090625,20071001,,2832.24,145.24,0,0,0,0,0,4.72,348583.9,348504.42,350417.89,350417.89,79.48,0,0,0,,0,20081229,0,0,0,0,0,0,0,0,0,0,0,0,0,79.48,2687,N,0,0,0,2911.72,0,0,0,xxx,,0,0,10,0,0,0,9.75,0,9.23375,0,,,324,N
CMLT06AMC1,85534337,,1,1,20090625,20090301,,1527.73,78.35,0,0,0,0,0,2.55,188028.39,187909.71,188378.72,188262.89,118.68,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,118.68,1449.38,N,0,0,0,1646.41,0,0,0,xxx,,0,0,0,0,0,0,9.75,0,9.23375,0,,,324,N
CMLT06AMC1,85538932,,1,1,20090625,20090501,,669.85,39.17,0,0,0,0,0,1.27,94013.88,93939.85,94087.39,94013.88,74.03,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,74.03,630.68,N,0,0,0,743.88,0,0,0,xxx,,0,0,0,0,0,0,8.55,0,8.03375,0,,,324,N
CMLT06AMC1,85547933,,1,1,20090625,20081201,,908.25,72.08,0,0,0,0,0,2.34,173000,173000,173000,173000,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836.17,N,0,0,0,908.25,0,0,0,xxx,,0,0,0,0,0,0,6.3,0,5.78375,0,,,324,N
CMLT06AMC1,85550333,,1,1,20090625,20090501,,563.86,44.4,0,0,0,0,0,1.44,106556.71,106432.99,106556.71,106556.71,123.72,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,123.72,519.46,N,0,0,0,687.58,0,0,0,xxx,,0,0,0,0,0,0,6.35,0,5.83375,0,,,324,N
CMLT06AMC1,85554178,,1,1,20090625,20081201,,1890.11,93.34,0,0,0,0,0,3.03,224013.62,223881.84,224656.13,224656.13,131.78,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,1796.77,N,0,0,0,2021.89,0,0,0,xxx,,0,0,10,0,0,0,10.125,0,9.60875,0,,,324,N
CMLT06AMC1,85555738,,2,1,20090625,20061201,,0,0,0,0,0,0,0,6.46,477379.99,477379.99,477380,477380,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,3958.28,0,0,0,xxx,,0,0,11,0,0,0,9.95,0,9.43375,0,,,324,N
CMLT06AMC1,85556892,,2,1,20090625,20090301,,741,38,0,0,0,0,0,1.24,91200,91200,91200,91200,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,N,0,0,0,741,0,0,0,xxx,,0,0,0,0,0,0,9.75,0,9.23375,0,,,324,N
CMLT06AMC1,85559573,,1,1,20090625,20081001,,1409.8,79.2,0,0,0,0,0,2.57,190085.4,189944.98,191039.82,191039.82,140.42,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,140.42,1330.6,N,0,0,0,1550.22,0,0,0,xxx,,0,0,0,0,0,0,8.9,0,8.38375,0,,,324,N
CMLT06AMC1,85561934,,1,1,20090625,20090501,,1063.11,70.87,0,0,0,0,0,2.3,170096.82,169936.3,170256.35,170096.82,160.52,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,160.52,992.24,N,0,0,0,1223.63,0,0,0,xxx,,0,0,0,0,0,0,7.5,0,6.98375,0,,,325,N
CMLT06AMC1,85569937,,2,1,20090625,20080801,,864.88,50.88,0,0,0,0,0,1.65,122101.36,122004.32,123213.89,122944.53,97.04,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,97.04,814,N,0,0,0,961.92,0,0,0,xxx,,0,0,9,0,0,0,8.5,0,7.98375,0,,,324,N
CMLT06AMC1,85572337,,1,1,20090625,20090401,,1072.63,87.21,0,0,0,0,0,2.83,209292.78,209038.81,209545.45,209545.45,253.97,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,253.97,985.42,N,0,0,0,1326.6,0,0,0,xxx,,0,0,0,0,0,0,6.15,0,5.63375,0,,,324,N
CMLT06AMC1,85572659,,2,1,20090625,20080301,,1572.55,77.85,0,0,0,0,0,2.53,186837.6,186727.17,188485.89,188485.89,110.43,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,110.43,1494.7,N,0,0,0,1682.98,0,0,0,xxx,,0,0,11,0,0,0,10.1,0,9.58375,0,,,324,N,
CMLT06AMC1,85574416,,2,1,20090625,20090401,,579.53,34.09,0,0,0,0,0,1.11,81816.3,81738.4,81970.45,81893.64,77.9,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,77.9,545.44,N,0,0,0,657.43,0,0,0,xxx,,0,0,0,0,0,0,8.5,0,7.98375,0,,,324,N,
