Transaction ID,Investor Loan #,Servicer Loan #,Pool #,SubPool #,Distribution Date,Paid To Date,Advance Paid To Date,Scheduled Gross Interest,Master Servicing Fee,Servicing Fee,Trustee Fee,Insurance Fee,Special Servicing Fee,Scheduled Net Interest,Other Fees,Beginning Scheduled Balance,Ending Scheduled Balance,Beginning Actual  Balance,Ending Actual  Balance,Scheduled Principal,Curtailments,Curtailment Adjustments,Other Principal Adjustments,Curtailment Date,PIF Type,PIF Date,Prepayment,Repurchase Principal,Liquidation Principal,Principal Recoveries,Interest Recoveries,Total Recoveries,Principal Losses,Interest Losses,Total Losses,PPIS,PPIE,SSCRA Shorfalls,Other Interest Adjustments,Principal Advances,Interest Advances,Stop Advance Flag,Stop Advance Principal,Stop Advance Interest,Total Stop Advance,Current P&I Constant,Special Hazard Losses,Fraud Losses,Bankruptcy Losses,Delinquency Status,REO Date,REO Balance,REO Book Value,Loan Status,Neg Am,Prepay Penalty/YM,Prepay Penalty/YM Waived,Current Note Rate,Next Note Rate,Current Net Note Rate,Next Net Note Rate,Next Rate Adjustment Date,Next Payment Adjustment Date,Remaining Term,Modification Flag,Modification Date
CMLT06AMC1,84932177,,1,1,20140425,20080501,,0,0,0,0,0,0,0,1.52,112499.94,112499.94,112499.94,112499.94,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,-864.6,0,0,Y,0,0,0,896.19,0,0,0,xxx,,0,0,11,0,0,0,7.85,0,7.33375,0,,,263,N,
CMLT06AMC1,84951979,,1,1,20140425,20140201,,327.5,44.85,0,0,0,0,0,1.46,107647.95,124196.46,109201.76,124670.24,288.32,-16836.83,0,0,,0,,0,0,0,0,0,0,-11704.42,0,-11704.42,0,0,0,0,288.32,282.65,N,0,0,0,615.82,0,0,0,xxx,,0,0,0,0,0,0,3.65084,0,3.13459,0,,,263,N,
CMLT06AMC1,85236172,,2,1,20140425,20140101,,0,0,0,0,0,0,0,1.45,107416.88,107100.58,107416.88,107100.58,0,316.3,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,134.27,0,0,Y,0,0,0,495.33,0,0,0,xxx,,0,0,0,0,0,0,2,0,1.48375,0,,,266,N,
CMLT06AMC1,85472694,,2,1,20140425,20140401,,397.19,99.3,0,0,0,0,0,3.23,238315.79,237950.12,238315.79,237950.12,365.67,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,132.22,0,0,N,0,0,0,762.86,0,0,0,xxx,,0,0,0,0,0,0,2,0,1.48375,0,,,266,N,
CMLT06AMC1,85480291,,1,1,20140425,20140301,,380.03,52.93,0,0,0,0,0,1.72,127031.04,126908.28,127153.43,127031.04,122.76,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,122.76,327.1,N,0,0,0,502.79,0,0,0,xxx,,0,0,0,0,0,0,3.59,0,3.07375,0,,,266,Y,20081231
CMLT06AMC1,85498939,,1,1,20140425,20140401,,473.41,24.79,0,0,0,0,0,0.81,59485.87,59421.62,59485.87,59421.62,64.25,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,537.66,0,0,0,xxx,,0,0,0,0,0,0,9.55,0,9.03375,0,,,267,N,
CMLT06AMC1,85503530,,1,1,20140425,20140101,,351.13,42.56,0,0,0,0,0,1.38,102145.93,101914.31,102606.8,102606.8,231.62,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,35.04,231.62,308.57,N,0,0,0,582.75,0,0,0,xxx,,0,0,0,0,0,0,4.125,0,3.60875,0,,,267,N,
CMLT06AMC1,85504215,,1,1,20140425,20130901,,0,0,0,0,0,0,0,1.01,74458.02,74300.09,74458.02,74300.09,0,157.93,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,-409.87,0,0,Y,0,0,0,434.67,0,0,0,xxx,,0,0,0,0,0,0,4.46,0,3.94375,0,,,266,N,
CMLT06AMC1,85534337,,1,1,20140425,20140201,,1198.68,75.39,0,0,0,0,0,2.45,180932.47,180684.31,181667.2,181179,248.16,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,-100,248.16,1123.29,N,0,0,0,1446.84,0,0,0,xxx,,0,0,0,0,0,0,7.95,0,7.43375,0,,,266,N,
CMLT06AMC1,85538932,,1,1,20140425,20140301,,626.31,36.63,0,0,0,0,0,1.19,87902.67,87785.1,88019.41,87902.67,117.57,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,117.57,589.68,N,0,0,0,743.88,0,0,0,xxx,,0,0,0,0,0,0,8.55,0,8.03375,0,,,266,N,
