Transaction ID,Investor Loan #,Servicer Loan #,Pool #,SubPool #,Distribution Date,Paid To Date,Advance Paid To Date,Scheduled Gross Interest,Master Servicing Fee,Servicing Fee,Trustee Fee,Insurance Fee,Special Servicing Fee,Scheduled Net Interest,Other Fees,Beginning Scheduled Balance,Ending Scheduled Balance,Beginning Actual  Balance,Ending Actual  Balance,Scheduled Principal,Curtailments,Curtailment Adjustments,Other Principal Adjustments,Curtailment Date,PIF Type,PIF Date,Prepayment,Repurchase Principal,Liquidation Principal,Principal Recoveries,Interest Recoveries,Total Recoveries,Principal Losses,Interest Losses,Total Losses,PPIS,PPIE,SSCRA Shorfalls,Other Interest Adjustments,Principal Advances,Interest Advances,Stop Advance Flag,Stop Advance Principal,Stop Advance Interest,Total Stop Advance,Current P&I Constant,Special Hazard Losses,Fraud Losses,Bankruptcy Losses,Delinquency Status,REO Date,REO Balance,REO Book Value,Loan Status,Neg Am,Prepay Penalty/YM,Prepay Penalty/YM Waived,Current Note Rate,Next Note Rate,Current Net Note Rate,Next Net Note Rate,Next Rate Adjustment Date,Next Payment Adjustment Date,Remaining Term,Modification Flag,Modification Date
CMLT06AMC1,84746650,,2,1,20090727,20080401,,0,0,0,0,0,0,0,3.22,237900.08,237900.08,239558.36,239558.36,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,1999.98,0,0,0,xxx,,0,0,10,0,0,0,9.25,0,8.73375,0,,,320,N,
CMLT06AMC1,84932177,,1,1,20090727,20080501,,761.72,46.87,0,0,0,0,0,1.52,112499.94,112499.94,112499.94,112499.94,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714.85,N,0,0,0,761.72,0,0,0,xxx,,0,0,10,0,0,0,8.125,0,7.60875,0,,,320,N,
CMLT06AMC1,84951979,,1,1,20090727,20081201,,568.14,35.96,0,0,0,0,0,1.17,86300.25,86221.53,86837.04,86761.86,78.72,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,78.72,532.18,N,0,0,0,646.86,0,0,0,xxx,,0,0,9,0,0,0,7.9,0,7.38375,0,,,320,N,
CMLT06AMC1,85236172,,2,1,20090727,20090401,,655.38,38.33,0,0,0,0,0,1.25,91982.46,91909.46,92103.99,92103.99,73,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,73,617.05,N,0,0,0,728.38,0,0,0,xxx,,0,0,0,0,0,0,8.55,0,8.03375,0,,,323,N,
CMLT06AMC1,85378057,,1,1,20090727,20080801,,556.24,31.79,0,0,0,0,0,1.03,76284.71,76226.32,76788.02,76788.02,58.39,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,58.39,524.45,N,0,0,0,614.63,0,0,0,xxx,,0,0,10,0,0,0,8.75,0,8.23375,0,,,323,N,
CMLT06AMC1,85420776,,1,1,20090727,20090601,,986.7,53.05,0,0,0,0,0,1.72,127316.69,127228.58,127391.63,127316.69,88.11,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,88.11,933.65,N,0,0,0,1074.81,0,0,0,xxx,,0,0,0,0,0,0,9.3,0,8.78375,0,,,323,N,
CMLT06AMC1,85429496,,1,1,20090727,20081101,,0,0,0,0,0,0,0,0.86,63362.12,63362.12,63446.86,63446.86,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,497.62,0,0,0,xxx,,0,0,0,0,0,0,9.1,0,8.58375,0,,,323,N,
CMLT06AMC1,85436137,,1,1,20090727,20090501,,1742.71,99.58,0,0,0,0,0,3.24,239000,239000,239000,239000,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643.13,N,0,0,0,1742.71,0,0,0,xxx,,0,0,0,0,0,0,8.75,0,8.23375,0,,,323,N,
CMLT06AMC1,85472694,,2,1,20090727,20090501,,1903.12,108.75,0,0,0,0,0,3.53,260999.99,260999.99,260999.99,260999.99,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1794.37,N,0,0,0,1903.13,0,0,0,xxx,,0,0,0,0,0,0,8.75,0,8.23375,0,,,323,N,
CMLT06AMC1,85473452,,2,1,20090727,20080801,,1312.5,75,0,0,0,0,0,2.44,180000,180000,180000,180000,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237.5,N,0,0,0,1312.5,0,0,0,xxx,,0,0,10,0,0,0,8.75,0,8.23375,0,,,323,N,
CMLT06AMC1,85480291,,1,1,20090727,20090101,,1259.5,125.95,0,0,0,0,0,4.09,302279.39,301836.94,304464.27,304464.27,442.45,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,442.45,1133.55,N,0,0,0,1701.95,0,0,0,xxx,,0,0,0,0,0,0,5,0,4.48375,0,,,323,Y,20081231
CMLT06AMC1,85481091,,1,1,20090727,20080601,,1044.65,59.36,0,0,0,0,0,1.93,142452.23,142344.19,143580.67,143580.67,108.04,0,0,0,,0,20081124,0,0,0,0,0,0,0,0,0,0,0,0,0,108.04,985.29,N,0,0,0,1152.69,0,0,0,xxx,,0,0,10,0,0,0,8.8,0,8.28375,0,,,323,N,
CMLT06AMC1,85498939,,1,1,20090727,20090601,,502.08,26.29,0,0,0,0,0,0.85,63088.07,63046.74,63129.09,63088.08,41.33,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,41.33,475.79,N,0,0,0,543.41,0,0,0,xxx,,0,0,0,0,0,0,9.55,0,9.03375,0,,,324,N,
CMLT06AMC1,85501013,,2,1,20090727,20080201,,0,0,0,0,0,0,0,1.94,143397.66,143397.66,143397.66,143397.66,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,955.98,0,0,0,xxx,,0,0,10,0,0,0,8,0,7.48375,0,,,322,N,
CMLT06AMC1,85502730,,2,1,20090727,20080501,,0,0,0,0,0,0,0,2.44,180000,180000,180000,180000,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,1312.5,0,0,0,xxx,,0,0,10,0,0,0,8.75,0,8.23375,0,,,323,N,
CMLT06AMC1,85503373,,1,1,20090727,20090701,,1684.23,110.44,0,0,0,0,0,3.59,265058.56,264810.35,265058.56,264810.35,248.21,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,1932.44,0,0,0,xxx,,0,0,0,0,0,0,7.625,0,7.10875,0,,,323,N
CMLT06AMC1,85503530,,1,1,20090727,20090501,,968.85,60.55,0,0,0,0,0,1.97,145327.55,145217.76,145436.61,145436.61,109.79,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,109.79,908.3,N,0,0,0,1078.64,0,0,0,xxx,,0,0,0,0,0,0,8,0,7.48375,0,,,324,N
CMLT06AMC1,85504215,,1,1,20090727,20090501,,592.45,31.51,0,0,0,0,0,1.02,75631.33,75579.84,75733.13,75682.43,51.49,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,51.49,560.94,N,0,0,0,643.94,0,0,0,xxx,,0,0,0,0,0,0,9.4,0,8.88375,0,,,323,N
CMLT06AMC1,85528859,,1,1,20090727,20090401,,623.21,34.82,0,0,0,0,0,1.13,83559.35,83497.68,83681.32,83681.32,61.67,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,61.67,588.39,N,0,0,0,684.88,0,0,0,xxx,,0,0,0,0,0,0,8.95,0,8.43375,0,,,323,N
CMLT06AMC1,85532059,,1,1,20090727,20071001,,2541.18,145.21,0,0,0,0,0,4.72,348504.42,348399.3,350417.89,350417.89,105.12,0,0,0,,0,20081229,0,0,0,0,0,0,0,0,0,0,0,0,0,105.12,2395.97,N,0,0,0,2646.3,0,0,0,xxx,,0,0,10,0,0,0,8.75,0,8.23375,0,,,323,N
CMLT06AMC1,85534337,,1,1,20090727,20090501,,1370.18,78.3,0,0,0,0,0,2.54,187909.71,187765.89,188262.89,188028.4,143.82,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,143.82,1291.88,N,0,0,0,1514,0,0,0,xxx,,0,0,0,0,0,0,8.75,0,8.23375,0,,,323,N
CMLT06AMC1,85538932,,1,1,20090727,20090601,,669.32,39.14,0,0,0,0,0,1.27,93939.85,93827.84,94013.88,93902.66,74.56,37.19,0.26,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,74.56,630.18,N,0,0,0,743.88,0,0,0,xxx,,0,0,0,0,0,0,8.55,0,8.03375,0,,,323,N
CMLT06AMC1,85547933,,1,1,20090727,20081201,,908.25,72.08,0,0,0,0,0,2.34,173000,173000,173000,173000,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836.17,N,0,0,0,908.25,0,0,0,xxx,,0,0,0,0,0,0,6.3,0,5.78375,0,,,323,N
CMLT06AMC1,85550333,,1,1,20090727,20090701,,563.21,44.35,0,0,0,0,0,1.44,106432.99,106308.62,106556.71,106308.62,124.37,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,687.58,0,0,0,xxx,,0,0,0,0,0,0,6.35,0,5.83375,0,,,323,N
CMLT06AMC1,85554178,,1,1,20090727,20081201,,1735.08,93.28,0,0,0,0,0,3.03,223881.84,223726.9,224656.13,224656.13,154.94,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,154.94,1641.8,N,0,0,0,1890.02,0,0,0,xxx,,0,0,10,0,0,0,9.3,0,8.78375,0,,,323,N
CMLT06AMC1,85555738,,2,1,20090727,20061201,,0,0,0,0,0,0,0,6.46,477379.99,477379.99,477380,477380,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,0,3560.46,0,0,0,xxx,,0,0,11,0,0,0,8.95,0,8.43375,0,,,323,N
CMLT06AMC1,85556892,,2,1,20090727,20090301,,665,38,0,0,0,0,0,1.24,91200,91200,91200,91200,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,N,0,0,0,665,0,0,0,xxx,,0,0,0,0,0,0,8.75,0,8.23375,0,,,323,N
CMLT06AMC1,85559573,,1,1,20090727,20081001,,1408.76,79.14,0,0,0,0,0,2.57,189944.98,189803.52,191039.82,191039.82,141.46,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,141.46,1329.62,N,0,0,0,1550.22,0,0,0,xxx,,0,0,0,0,0,0,8.9,0,8.38375,0,,,323,N
CMLT06AMC1,85561934,,1,1,20090727,20090601,,1062.1,70.81,0,0,0,0,0,2.3,169936.3,169774.77,170096.82,169936.3,161.53,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,161.53,991.29,N,0,0,0,1223.63,0,0,0,xxx,,0,0,0,0,0,0,7.5,0,6.98375,0,,,324,N
CMLT06AMC1,85569937,,2,1,20090727,20080901,,864.2,50.84,0,0,0,0,0,1.65,122004.32,121906.6,122944.53,122853.47,97.72,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,97.72,813.36,N,0,0,0,961.92,0,0,0,xxx,,0,0,9,0,0,0,8.5,0,7.98375,0,,,323,N
CMLT06AMC1,85572337,,1,1,20090727,20090601,,1071.32,87.1,0,0,0,0,0,2.83,209038.81,208783.53,209545.45,209038.8,255.28,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,255.28,984.22,N,0,0,0,1326.6,0,0,0,xxx,,0,0,0,0,0,0,6.15,0,5.63375,0,,,323,N
CMLT06AMC1,85572659,,2,1,20090727,20080301,,1416.01,77.8,0,0,0,0,0,2.53,186727.17,186593.1,188485.89,188485.89,134.07,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,134.07,1338.21,N,0,0,0,1550.08,0,0,0,xxx,,0,0,11,0,0,0,9.1,0,8.58375,0,,,323,N,
CMLT06AMC1,85574416,,2,1,20090727,20090401,,578.98,34.06,0,0,0,0,0,1.11,81738.4,81659.95,81893.64,81893.64,78.45,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,78.45,544.92,N,0,0,0,657.43,0,0,0,xxx,,0,0,0,0,0,0,8.5,0,7.98375,0,,,323,N,
