Transaction ID,Investor Loan #,Servicer Loan #,Pool #,SubPool #,Distribution Date,Paid To Date,Advance Paid To Date,Scheduled Gross Interest,Master Servicing Fee,Servicing Fee,Trustee Fee,Insurance Fee,Special Servicing Fee,Scheduled Net Interest,Other Fees,Beginning Scheduled Balance,Ending Scheduled Balance,Beginning Actual  Balance,Ending Actual  Balance,Scheduled Principal,Curtailments,Curtailment Adjustments,Other Principal Adjustments,Curtailment Date,PIF Type,PIF Date,Prepayment,Repurchase Principal,Liquidation Principal,Principal Recoveries,Interest Recoveries,Total Recoveries,Principal Losses,Interest Losses,Total Losses,PPIS,PPIE,SSCRA Shorfalls,Other Interest Adjustments,Principal Advances,Interest Advances,Stop Advance Flag,Stop Advance Principal,Stop Advance Interest,Total Stop Advance,Current P&I Constant,Special Hazard Losses,Fraud Losses,Bankruptcy Losses,Delinquency Status,REO Date,REO Balance,REO Book Value,Loan Status,Neg Am,Prepay Penalty/YM,Prepay Penalty/YM Waived,Current Note Rate,Next Note Rate,Current Net Note Rate,Next Net Note Rate,Next Rate Adjustment Date,Next Payment Adjustment Date,Remaining Term,Modification Flag,Modification Date
CMLT06AMC1,96816350,,1,1,20070827,20070701,,896.68,46.22,0,0,0,0,0,1.5,110929.14,110907.76,0,0,21.38,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,21.38,850.46,N,0,0,0,918.06,0,0,0,xxx,,0,0,0,0,0,0,9.7,0,9.18375,0,,,346,x,xxxxxxxx
CMLT06AMC1,146655907,,1,1,20070827,20070701,,743.97,37.24,0,0,0,0,0,1.21,89365.34,89320.16,0,0,45.18,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,45.18,706.73,N,0,0,0,789.15,0,0,0,xxx,,0,0,0,0,0,0,9.99,0,9.47375,0,,,344,x,xxxxxxxx
CMLT06AMC1,150319580,,2,1,20070827,20070701,,1054.72,55.81,0,0,0,0,0,1.81,133932.85,133853.13,0,0,74.68,5,0.04,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,74.68,998.91,N,0,0,0,1129.4,0,0,0,xxx,,0,0,0,0,0,0,9.45,0,8.93375,0,,,346,x,xxxxxxxx
CMLT06AMC1,150325348,,1,1,20070827,20070701,,607.9,33.4,0,0,0,0,0,1.09,80162.03,80114.37,0,0,47.66,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,47.66,574.5,N,0,0,0,655.56,0,0,0,xxx,,0,0,0,0,0,0,9.1,0,8.58375,0,,,346,x,xxxxxxxx
CMLT06AMC1,85726495,,1,1,20070827,20070701,,700.29,43.82,0,0,0,0,0,1.42,105175.64,105097.04,0,0,78.6,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6,656.47,N,0,0,0,778.89,0,0,0,xxx,,0,0,0,0,0,0,7.99,0,7.47375,0,,,346,x,xxxxxxxx
CMLT06AMC1,85670610,,1,1,20070827,20070401,,686.03,34.82,0,0,0,0,0,1.13,83576.84,83533.7,0,0,43.14,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,43.14,651.21,N,0,0,0,729.17,0,0,0,xxx,,0,0,0,0,0,0,9.85,0,9.33375,0,,,345,x,xxxxxxxx
CMLT06AMC1,98478274,,1,1,20070827,20070701,,1326.71,91.12,0,0,0,0,0,2.96,218689.18,218503.78,0,0,185.4,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,185.4,1235.59,N,0,0,0,1512.11,0,0,0,xxx,,0,0,0,0,0,0,7.28,0,6.76375,0,,,346,x,xxxxxxxx
CMLT06AMC1,85722536,,2,1,20070827,20070701,,865,49.43,0,0,0,0,0,1.61,118628.06,118597.97,0,0,30.09,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,30.09,815.57,N,0,0,0,895.09,0,0,0,xxx,,0,0,0,0,0,0,8.75,0,8.23375,0,,,346,x,xxxxxxxx
CMLT06AMC1,85503530,,1,1,20070827,20070701,,971.81,60.74,0,0,0,0,0,1.97,145771.92,145665.09,0,0,106.83,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,106.83,911.07,N,0,0,0,1078.64,0,0,0,xxx,,0,0,0,0,0,0,8,0,7.48375,0,,,347,x,xxxxxxxx
CMLT06AMC1,97402150,,1,1,20070827,20070701,,688.85,37.24,0,0,0,0,0,1.21,89364.55,89312.99,0,0,51.56,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,51.56,651.61,N,0,0,0,740.41,0,0,0,xxx,,0,0,0,0,0,0,9.25,0,8.73375,0,,,346,x,xxxxxxxx
