Transaction ID,Investor Loan #,Servicer Loan #,Pool #,SubPool #,Distribution Date,Paid To Date,Advance Paid To Date,Scheduled Gross Interest,Master Servicing Fee,Servicing Fee,Trustee Fee,Insurance Fee,Special Servicing Fee,Scheduled Net Interest,Other Fees,Beginning Scheduled Balance,Ending Scheduled Balance,Beginning Actual  Balance,Ending Actual  Balance,Scheduled Principal,Curtailments,Curtailment Adjustments,Other Principal Adjustments,Curtailment Date,PIF Type,PIF Date,Prepayment,Repurchase Principal,Liquidation Principal,Principal Recoveries,Interest Recoveries,Total Recoveries,Principal Losses,Interest Losses,Total Losses,PPIS,PPIE,SSCRA Shorfalls,Other Interest Adjustments,Principal Advances,Interest Advances,Stop Advance Flag,Stop Advance Principal,Stop Advance Interest,Total Stop Advance,Current P&I Constant,Special Hazard Losses,Fraud Losses,Bankruptcy Losses,Delinquency Status,REO Date,REO Balance,REO Book Value,Loan Status,Neg Am,Prepay Penalty/YM,Prepay Penalty/YM Waived,Current Note Rate,Next Note Rate,Current Net Note Rate,Next Net Note Rate,Next Rate Adjustment Date,Next Payment Adjustment Date,Remaining Term,Modification Flag,Modification Date,Beginning Deferred Balance,Ending Deferred Balance
CMLT06AMC1,151487303,,1,1,20190225,20190101,,751.27,68.3,0,0,0,0,0,2.22,163913.36,163694.62,164129.54,163911.8,217.17,1.57,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,217.17,682.97,N,0,0,0,968.44,0,0,0,xxx,,0,0,0,0,0,0,5.5,0,4.98375,0,,,208,N,,,
CMLT06AMC1,150521060,,1,1,20190225,20190101,,176.03,29.34,0,0,0,0,0,0.95,70413.38,70319,70507.52,70413.38,94.38,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,94.38,146.69,N,0,0,0,270.41,0,0,0,xxx,,0,0,0,0,0,0,3,0,2.48375,0,,,208,N,,,
CMLT06AMC1,95715074,,2,1,20190225,20190101,,329.11,82.28,0,0,0,0,0,2.67,197465.35,197146.72,197783.45,197465.35,318.63,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,318.63,246.83,N,0,0,0,647.74,0,0,0,xxx,,0,0,0,0,0,0,2,0,1.48375,0,,,207,N,,,
CMLT06AMC1,148098304,,1,1,20190225,20181101,,0,0,0,0,0,0,0,1.02,75644.69,75555.81,75644.69,75555.81,0,88.88,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,209.75,0,0,Y,0,0,0,293.75,0,0,0,xxx,,0,0,0,0,0,0,3.25,0,2.73375,0,,,206,N,,,
CMLT06AMC1,98242795,,2,1,20190225,20190101,,262.2,33.83,0,0,0,0,0,1.1,81196.22,81049.04,81342.93,81196.22,147.18,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,147.18,228.37,N,0,0,0,409.38,0,0,0,xxx,,0,0,0,0,0,0,3.875,0,3.35875,0,,,208,N,,,
CMLT06AMC1,85498939,,1,1,20190225,20190201,,159.9,21.32,0,0,0,0,0,0.69,51166.56,51083.02,51166.56,51083.02,52.1,31.44,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,40.13,0,0,N,0,0,0,212,0,0,0,xxx,,0,0,0,0,0,0,3.75,0,3.23375,0,,,209,N,,,
CMLT06AMC1,97455075,,1,1,20190225,20181101,,0,0,0,0,0,0,0,1.32,97586.36,97256.61,97586.36,97256.61,0,329.75,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,284.63,0,0,Y,0,0,0,655.04,0,0,0,xxx,,0,0,0,0,0,0,4,0,3.48375,0,,,208,Y,20081114,,
CMLT06AMC1,97673115,,1,1,20190225,20190201,,428.16,71.36,0,0,0,0,0,2.32,171262.78,171061.78,171463.28,171061.78,201,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,101.47,0,0,N,0,0,0,629.16,0,0,0,xxx,,0,0,0,0,0,0,3,0,2.48375,0,,,209,N,,,
CMLT06AMC1,85602373,,1,1,20190225,20190201,,849.99,85,0,0,0,0,0,2.76,203996.82,203706.13,203996.82,203706.13,290.69,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,0,1140.68,0,0,0,xxx,,0,0,0,0,0,0,5,0,4.48375,0,,,208,N,,,
CMLT06AMC1,85656650,,1,1,20190225,20190101,,278.72,37.16,0,0,0,0,0,1.21,89191.5,88894.23,89487.84,89191.5,297.27,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,297.27,241.56,N,0,0,0,575.99,0,0,0,xxx,,0,0,0,0,0,0,3.75,0,3.23375,0,,,208,N,,,
